date;artist;track;spotify_data;album_name;album_release_date;track_popularity;artist_id
2022-07-04;Diana Ross;TURN UP THE SUNSHINE;Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack)|2022-05-19|66|3MdG05syQeRYPPcClLaUGl;Turn Up The Sunshine (From 'Minions: The Rise of Gru' Soundtrack);2022-05-19;66.0;3MdG05syQeRYPPcClLaUGl
2022-07-04;Porcupine Tree;HERD CULLING;CLOSURE / CONTINUATION|2022-06-24|43|5NXHXK6hOCotCF8lvGM1I0;CLOSURE / CONTINUATION;2022-06-24;43.0;5NXHXK6hOCotCF8lvGM1I0
2022-07-04;Muchy;Nie tak;Nie tak (Radio edit)|2022-05-24|35|09Z3SI4GkhYjpCB6884vC8;Nie tak (Radio edit);2022-05-24;35.0;09Z3SI4GkhYjpCB6884vC8
2022-07-04;Ralph Kaminski;Duchy;Duchy|2022-05-31|50|7l1IUcuGTEXMuD1aN3wFqw;Duchy;2022-05-31;50.0;7l1IUcuGTEXMuD1aN3wFqw
2022-07-04;Julia Kamińska;Żal mi;Żal mi|2022-06-09|41|4jFzWphpCeC923MojgEp7V;Żal mi;2022-06-09;41.0;4jFzWphpCeC923MojgEp7V
2022-07-04;Kate Bush;Running Up That Hill;Hounds of Love (2018 Remaster)|1985-09-16|91|1aSxMhuvixZ8h9dK9jIDwL;Hounds of Love (2018 Remaster);1985-09-16;91.0;1aSxMhuvixZ8h9dK9jIDwL
2022-07-04;Tears For Fears;My Demons;The Tipping Point|2022-02-25|50|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;50.0;4bthk9UfsYUYdcFyqxmSUU
2022-07-04;Harry Styles;Daydreaming;Harry's House|2022-05-20|88|6KImCVD70vtIoJWnq6nGn3;Harry's House;2022-05-20;88.0;6KImCVD70vtIoJWnq6nGn3
2022-07-04;Administratorr Electro;Mroczne biznesy;Mroczne biznesy|2022-05-05|12|6FPamV3tkyoMVnCBPejBVy;Mroczne biznesy;2022-05-05;12.0;6FPamV3tkyoMVnCBPejBVy
2022-07-04;Editors;Karma Climb;Karma Climb|2022-06-07|52|6e9wIFWhBPHLE9bXK8gtBI;Karma Climb;2022-06-07;52.0;6e9wIFWhBPHLE9bXK8gtBI
2022-07-04;David Paich;Spirit Of The Moonrise;Spirit Of The Moonrise|2022-06-09|38|6zgKTqBOokh6IjLXOO5zfQ;Spirit Of The Moonrise;2022-06-09;38.0;6zgKTqBOokh6IjLXOO5zfQ
2022-07-04;Ørganek;Samoloty;Samoloty|2022-06-21|30|2cPIQ8eVSqSKGjBQXgi3WH;Samoloty;2022-06-21;30.0;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-04;Dawid Podsiadło;Post;POST|2022-06-24|66|6EB8VE9f7Ut6NOgviN6gDW;POST;2022-06-24;66.0;6EB8VE9f7Ut6NOgviN6gDW
2022-07-04;Muse;Will Of The People;Will Of The People|2022-06-01|68|12Chz98pHFMPJEknJQMWvI;Will Of The People;2022-06-01;68.0;12Chz98pHFMPJEknJQMWvI
2022-07-04;Jeff Beck;This Is A Song For Miss Heady Lamarr;|||;;;;
2022-07-04;Michał Pepol;KCKM;KCKM|2022-06-14|35|0gaIWmDwfXqZ3uMj72ccZ0;KCKM;2022-06-14;35.0;0gaIWmDwfXqZ3uMj72ccZ0
2022-07-04;Gibbs;PIĘKNY ŚWIAT;Piękny Świat|2022-05-19|67|1T4HxOYolAEb5PadIVKdWZ;Piękny Świat;2022-05-19;67.0;1T4HxOYolAEb5PadIVKdWZ
2022-07-04;Quebonafide;Refren trochę jak Lana Del Rey;Refren trochę jak Lana Del Rey|2022-06-05|69|1fxbULcd6ryMNc1usHoP0R;Refren trochę jak Lana Del Rey;2022-06-05;69.0;1fxbULcd6ryMNc1usHoP0R
2022-07-04;Megadeth;We'll Be Back;We’ll Be Back|2022-06-23|65|1Yox196W7bzVNZI7RBaPnf;We’ll Be Back;2022-06-23;65.0;1Yox196W7bzVNZI7RBaPnf
2022-07-04;Maneskin;If I Can Dream;If I Can Dream (From The Original Motion Picture Soundtrack ELVIS)|2022-06-16|68|0lAWpj5szCSwM4rUMHYmrr;If I Can Dream (From The Original Motion Picture Soundtrack ELVIS);2022-06-16;68.0;0lAWpj5szCSwM4rUMHYmrr
2022-07-04;Jack White;If I Die Tomorrow;If I Die Tomorrow|2022-06-08|58|4FZ3j1oH43e7cukCALsCwf;If I Die Tomorrow;2022-06-08;58.0;4FZ3j1oH43e7cukCALsCwf
2022-07-04;Max Richter, Elena Urioste;Richter: Summer 3;|||;;;;
2022-07-04;Placebo;SURROUNDED BY SPIES;Never Let Me Go|2022-03-25|32|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;32.0;6RZUqkomCmb8zCRqc9eznB
2022-07-04;Muchy;PSY MIŁOŚCI;Psy miłości|2021-11-16|10|09Z3SI4GkhYjpCB6884vC8;Psy miłości;2021-11-16;10.0;09Z3SI4GkhYjpCB6884vC8
2022-07-04;Follow;HALLELUJAH;Live Recordings|2018-08-16|0|13DQTaJffWrdyqeUe7Fzr2;Live Recordings;2018-08-16;0.0;13DQTaJffWrdyqeUe7Fzr2
2022-07-11;Fisz Emade Tworzywo;ZA MAŁO CZASU;Ballady I Protesty|2021-10-29|43|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;43;0YYxsW13yGiA2e80fu4VIA
2022-07-11;Męskie Granie Orkiestra 2021;I CIEBIE TEŻ, BARDZO;I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino)|2021-06-30|68|5xoXMR6Y8PORwObvyND9ZE;I Ciebie też, bardzo (feat. Daria Zawiałow, Dawid Podsiadło & Vito Bambino);2021-06-30;68;5xoXMR6Y8PORwObvyND9ZE
2022-07-11;Kaśka Sochacka;CICHE DNI;Ciche dni|2021-03-26|54|3ClL18AtCAPwXVT6mUkBDN;Ciche dni;2021-03-26;54;3ClL18AtCAPwXVT6mUkBDN
2022-07-11;Organek;FOTOGRAF BROK;Ocali Nas Miłość|2021-07-30|34|2cPIQ8eVSqSKGjBQXgi3WH;Ocali Nas Miłość;2021-07-30;34;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-11;Krzysztof Zalewski;PTAKI (MTV UNPLUGGED);MTV Unplugged|2021-11-23|45|1U1eSs7M2ENf09cDx4lavK;MTV Unplugged;2021-11-23;45;1U1eSs7M2ENf09cDx4lavK
2022-07-11;Organek;IDZIEMY W MIASTO;Ocali Nas Miłość|2021-07-30|34|2cPIQ8eVSqSKGjBQXgi3WH;Ocali Nas Miłość;2021-07-30;34;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-11;Bitamina;NIECH NO TYLKO ZAKWITNĄ JABŁONIE;Niech no tylko zakwitną jabłonie|2021-07-09|49|2EJzUdaDAwfqcjpQcRAYdQ;Niech no tylko zakwitną jabłonie;2021-07-09;49;2EJzUdaDAwfqcjpQcRAYdQ
2022-07-11;Muchy;SZARORÓŻOWE;Szaroróżowe (Radio edit)|2021-05-07|47|09Z3SI4GkhYjpCB6884vC8;Szaroróżowe (Radio edit);2021-05-07;47;09Z3SI4GkhYjpCB6884vC8
2022-07-11;Daria Zawiałow;ŻÓŁTA TAKSÓWKA;Wojny i Noce|2021-06-11|47|0tdKRrbItnLj40yUFi23jx;Wojny i Noce;2021-06-11;47;0tdKRrbItnLj40yUFi23jx
2022-07-11;Jan Borysewicz;NIE WIERZ NIGDY KOBIECIE;Nie wierz nigdy kobiecie|2021-09-10|37|3aOdQc0HYtG1ZJoU5eyv8P;Nie wierz nigdy kobiecie;2021-09-10;37;3aOdQc0HYtG1ZJoU5eyv8P
2022-07-11;Adele;EASY ON ME;Easy On Me|2021-10-14|87|4dpARuHxo51G3z768sgnrY;Easy On Me;2021-10-14;87;4dpARuHxo51G3z768sgnrY
2022-07-11;ABBA;DON'T SHUT ME DOWN;|||;;;;
2022-07-11;Patrick The Pan;NIE CHCĘ PSA;Miło wszystko|2021-06-25|40|7vYfq6OMlGDw1IpTxar2h2;Miło wszystko;2021-06-25;40;7vYfq6OMlGDw1IpTxar2h2
2022-07-11;Ralph Kaminski;PO PROSTU BĄDŹ;Kora|2021-10-15|56|7l1IUcuGTEXMuD1aN3wFqw;Kora;2021-10-15;56;7l1IUcuGTEXMuD1aN3wFqw
2022-07-11;Sting;IF IT'S LOVE;The Bridge (Deluxe)|2021-11-19|51|0Ty63ceoRnnJKVEYP0VQpk;The Bridge (Deluxe);2021-11-19;51;0Ty63ceoRnnJKVEYP0VQpk
2022-07-11;Artur Rojek;WSZYSTKO MI MÓWI, ŻE MNIE KTOŚ POKOCHAŁ;Wszystko mi mówi, że mnie ktoś pokochał|2021-09-03|44|2wmdMX0w131ZumU30P5WZH;Wszystko mi mówi, że mnie ktoś pokochał;2021-09-03;44;2wmdMX0w131ZumU30P5WZH
2022-07-11;Placebo;BEAUTIFUL JAMES;Never Let Me Go|2022-03-25|37|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;37;6RZUqkomCmb8zCRqc9eznB
2022-07-11;Billy Idol;BITTER TASTE;Bitter Taste|2021-08-11|61|7lzordPuZEXxwt9aoVZYmG;Bitter Taste;2021-08-11;61;7lzordPuZEXxwt9aoVZYmG
2022-07-11;Artur Andrus;ZUPA NIC;|||;;;;
2022-07-11;Ralph Kaminski;PIĘĆ MINUT ŁEZ;"Pięć Minut Łez (From ""Moje wspaniałe życie"")|2021-08-19|49|7l1IUcuGTEXMuD1aN3wFqw";"Pięć Minut Łez (From ""Moje wspaniałe życie"")";2021-08-19;49;7l1IUcuGTEXMuD1aN3wFqw
2022-07-11;Strachy Na Lachy;ZACHMURZONY W TOBIE;Piekło|2021-10-01|29|4DXXg7xzgKAEYeFhh9wAtk;Piekło;2021-10-01;29;4DXXg7xzgKAEYeFhh9wAtk
2022-07-11;Elton John;FINISH LINE;The Lockdown Sessions|2021-10-22|47|3PhoLpVuITZKcymswpck5b;The Lockdown Sessions;2021-10-22;47;3PhoLpVuITZKcymswpck5b
2022-07-11;Eddie Vedder;LONG WAY;Earthling|2022-02-11|48|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;48;0mXTJETA4XUa12MmmXxZJh
2022-07-11;Bluszcz;ODRA;Odra|2021-08-19|30|4QUfzPnzzNf93Y6VKxZVlD;Odra;2021-08-19;30;4QUfzPnzzNf93Y6VKxZVlD
2022-07-11;Diana Ross;THANK YOU;Thank You|2021-06-17|57|3MdG05syQeRYPPcClLaUGl;Thank You;2021-06-17;57;3MdG05syQeRYPPcClLaUGl
2022-07-11;Krzysztof Zalewski;WILK;Wilk|2022-02-15|29|1U1eSs7M2ENf09cDx4lavK;Wilk;2022-02-15;29;1U1eSs7M2ENf09cDx4lavK
2022-07-11;Michael Kiwanuka;BEAUTIFUL LIFE;Beautiful Life|2021-10-12|54|0bzfPKdbXL5ezYW2z3UGQj;Beautiful Life;2021-10-12;54;0bzfPKdbXL5ezYW2z3UGQj
2022-07-11;Maria Peszek;LOVESONG;Ave Maria|2021-09-10|39|2bJ904AqmK8LRH9fGShlQM;Ave Maria;2021-09-10;39;2bJ904AqmK8LRH9fGShlQM
2022-07-11;Blurred Pink;CZY TU JEST NASZ DOM?;CZY TU JEST NASZ DOM?|2021-04-11|35|420ExMrSqalFaHc9dypLlN;CZY TU JEST NASZ DOM?;2021-04-11;35;420ExMrSqalFaHc9dypLlN
2022-07-11;Sting;RUSHING WATER;The Bridge (Deluxe)|2021-11-19|58|0Ty63ceoRnnJKVEYP0VQpk;The Bridge (Deluxe);2021-11-19;58;0Ty63ceoRnnJKVEYP0VQpk
2022-07-11;Iron Maiden;THE WRITING ON THE WALL;Senjutsu|2021-09-03|45|6mdiAmATAx73kdxrNrnlao;Senjutsu;2021-09-03;45;6mdiAmATAx73kdxrNrnlao
2022-07-11;Skubas;DOBRA CZARODZIEJKA;Dobra Czarodziejka|2021-05-25|40|5BoG8WljgEsbLOtoK5IAok;Dobra Czarodziejka;2021-05-25;40;5BoG8WljgEsbLOtoK5IAok
2022-07-11;Dave Gahan;METAL HEART;Imposter|2021-11-12|42|7hKXTmrq3ZppBx881yBbOr;Imposter;2021-11-12;42;7hKXTmrq3ZppBx881yBbOr
2022-07-11;The Rolling Stones;LIVING IN THE HEART OF LOVE;Living In The Heart Of Love|2021-08-19|33|22bE4uQ6baNwSHPVcDxLCe;Living In The Heart Of Love;2021-08-19;33;22bE4uQ6baNwSHPVcDxLCe
2022-07-11;Iron Maiden;DAYS OF FUTURE PAST;Senjutsu|2021-09-03|43|6mdiAmATAx73kdxrNrnlao;Senjutsu;2021-09-03;43;6mdiAmATAx73kdxrNrnlao
2022-07-11;Tears For Fears;THE TIPPING POINT;The Tipping Point|2022-02-25|52|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;52;4bthk9UfsYUYdcFyqxmSUU
2022-07-11;Organek;DOPPELGANGER;Doppelganger|2021-07-07|26|2cPIQ8eVSqSKGjBQXgi3WH;Doppelganger;2021-07-07;26;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-11;Eric Clapton;THIS HAS GOTTA STOP;This Has Gotta Stop|2021-08-27|40|6PAt558ZEZl0DmdXlnjMgD;This Has Gotta Stop;2021-08-27;40;6PAt558ZEZl0DmdXlnjMgD
2022-07-11;Marcin Nowakowski;NA RÓŻOWO;Na różowo|2021-10-21|13|3enFhWFiJILf4OYGcTPdMy;Na różowo;2021-10-21;13;3enFhWFiJILf4OYGcTPdMy
2022-07-11;Olivia Vedder, Eddie Vedder, Glen Hansard;MY FATHER'S DAUGHTER;My Father's Daughter (From The “Flag Day” Original Soundtrack)|2021-08-16|53|1cALtYxOIn4uWAfNdwcP4E;My Father's Daughter (From The “Flag Day” Original Soundtrack);2021-08-16;53;1cALtYxOIn4uWAfNdwcP4E
2022-07-11;Król;ZBYT DOBRZE CI IDZIE;Dziękuję|2021-04-09|29|0gH4VBwt5MwWomiOXloDC4;Dziękuję;2021-04-09;29;0gH4VBwt5MwWomiOXloDC4
2022-07-11;Bryan Adams;SO HAPPY IT HURTS;So Happy It Hurts|2022-03-11|50|3Z02hBLubJxuFJfhacLSDc;So Happy It Hurts;2022-03-11;50;3Z02hBLubJxuFJfhacLSDc
2022-07-11;Kaśka Sochacka;NIEBO BYŁO RÓŻOWE;Ministory|2021-11-26|56|3ClL18AtCAPwXVT6mUkBDN;Ministory;2021-11-26;56;3ClL18AtCAPwXVT6mUkBDN
2022-07-11;Fisz Emade Tworzywo;OK BOOMER!;Ballady I Protesty|2021-10-29|40|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;40;0YYxsW13yGiA2e80fu4VIA
2022-07-11;Przyjaciele Pewnej Ryby 2021;KARP TO SKARB;|||;;;;
2022-07-11;Grzegorz Turnau;ZUPA NA PLANTACH;Zupa na Plantach|2021-12-01|34|5bQZCiENsgmW4SvUOc86qI;Zupa na Plantach;2021-12-01;34;5bQZCiENsgmW4SvUOc86qI
2022-07-11;Bluszcz;LASY PRYWATNE;Lasy Prywatne|2021-12-02|36|4QUfzPnzzNf93Y6VKxZVlD;Lasy Prywatne;2021-12-02;36;4QUfzPnzzNf93Y6VKxZVlD
2022-07-11;Daria Zawiałow;METROPOLIS;Wojny i Noce|2021-06-11|53|0tdKRrbItnLj40yUFi23jx;Wojny i Noce;2021-06-11;53;0tdKRrbItnLj40yUFi23jx
2022-07-11;ZAZ;IMAGINE;Isa|2021-10-22|53|1mbgj8ERPs8lWi7t5cYrdy;Isa;2021-10-22;53;1mbgj8ERPs8lWi7t5cYrdy
2022-07-11;Sokół;JAK UROSNĘ;NIC|2021-11-19|47|5Kuxl5ZenCl9fYzmtin6ot;NIC;2021-11-19;47;5Kuxl5ZenCl9fYzmtin6ot
2022-07-11;Męskie Granie Orkiestra 2021;MAŁGOŚKA;Męskie Granie 2021|2021-12-03|54|5xoXMR6Y8PORwObvyND9ZE;Męskie Granie 2021;2021-12-03;54;5xoXMR6Y8PORwObvyND9ZE
2022-07-11;Riverside;STORY OF MY DREAM;Riverside 20 - The Shorts & The Longs|2021-11-19|29|5yjbUO1Jocui7RKE30zfLT;Riverside 20 - The Shorts & The Longs;2021-11-19;29;5yjbUO1Jocui7RKE30zfLT
2022-07-11;Archive;SHOUTING WITHIN;Call To Arms & Angels|2022-04-29|37|1Q776wzj2mrtXrNu3iH6nk;Call To Arms & Angels;2022-04-29;37;1Q776wzj2mrtXrNu3iH6nk
2022-07-11;Bovska;DZIKA;Dzika|2021-10-27|44|4E8L0A5xtDhcMaeBO7p0eg;Dzika;2021-10-27;44;4E8L0A5xtDhcMaeBO7p0eg
2022-07-11;U2;YOUR SONG SAVED MY LIFE;Sing 2 (Original Motion Picture Soundtrack)|2021-12-17|61|51Blml2LZPmy7TTiAg47vQ;Sing 2 (Original Motion Picture Soundtrack);2021-12-17;61;51Blml2LZPmy7TTiAg47vQ
2022-07-11;Marillion;BE HARD ON YOURSELF;An Hour Before It's Dark|2022-03-04|23|7ai5TWiOG8g9Hds5AATS28;An Hour Before It's Dark;2022-03-04;23;7ai5TWiOG8g9Hds5AATS28
2022-07-11;Ed Sheeran;MERRY CHRISTMAS;Merry Christmas|2021-12-03|61|6eUKZXaKkcviH0Ku9w2n3V;Merry Christmas;2021-12-03;61;6eUKZXaKkcviH0Ku9w2n3V
2022-07-11;Jack White;TAKING ME BACK;Fear Of The Dawn|2022-04-08|57|4FZ3j1oH43e7cukCALsCwf;Fear Of The Dawn;2022-04-08;57;4FZ3j1oH43e7cukCALsCwf
2022-07-11;Sorry Boys;JADĘ DO DOMU;Jadę Do Domu|2021-12-01|46|0WX7MXOUx7elCFdxdgvdBU;Jadę Do Domu;2021-12-01;46;0WX7MXOUx7elCFdxdgvdBU
2022-07-11;Organek;CAŁY TEN FEJM;Na razie stoję, na razie patrzę|2021-11-05|34|2cPIQ8eVSqSKGjBQXgi3WH;Na razie stoję, na razie patrzę;2021-11-05;34;2cPIQ8eVSqSKGjBQXgi3WH
2022-07-11;The New Years 2022;A JEDNAK CUD;|||;;;;
2022-07-11;Krzysztof Zalewski;OCZKO W GŁOWIE;Oczko w głowie (Kayax XX Rework)|2021-12-27|45|1U1eSs7M2ENf09cDx4lavK;Oczko w głowie (Kayax XX Rework);2021-12-27;45;1U1eSs7M2ENf09cDx4lavK
2022-07-11;Ewa Bem;"PODARUJ MI TROCHĘ SŁOŃCA (KONCERT ""LISTA JEST TYLKO JEDNA"")";|||;;;;
2022-07-11;Natalia Przybysz;ZEW;Zaczynam się od miłości|2022-03-11|43|03KLzHVK6la8dVop1iVI5x;Zaczynam się od miłości;2022-03-11;43;03KLzHVK6la8dVop1iVI5x
2022-07-11;Muse;WON'T STAND DOWN;Won’t Stand Down|2022-01-13|67|12Chz98pHFMPJEknJQMWvI;Won’t Stand Down;2022-01-13;67;12Chz98pHFMPJEknJQMWvI
2022-07-11;T.Love;POCHODNIA;Pochodnia|2022-01-20|56|2L14uYIQePr3ZEutb6feZz;Pochodnia;2022-01-20;56;2L14uYIQePr3ZEutb6feZz
2022-07-11;Voo Voo;ŁAJBA;Łajba|2022-01-15|32|4vC1DrwqCb43puGttDWlwL;Łajba;2022-01-15;32;4vC1DrwqCb43puGttDWlwL
2022-07-11;Eddie Vedder;BROTHER THE CLOUD;Earthling|2022-02-11|48|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;48;0mXTJETA4XUa12MmmXxZJh
2022-07-11;Stromae;L'ENFER;Multitude|2022-03-03|68|5j4HeCoUlzhfWtjAfM1acR;Multitude;2022-03-03;68;5j4HeCoUlzhfWtjAfM1acR
2022-07-11;Igo;HELENA;Helena|2022-01-04|61|6I5JdHLVup9pIjn9g5K20N;Helena;2022-01-04;61;6I5JdHLVup9pIjn9g5K20N
2022-07-11;Sting;WHAT COULD HAVE BEEN;Arcane League of Legends (Soundtrack from the Animated Series)|2021-11-20|67|0Ty63ceoRnnJKVEYP0VQpk;Arcane League of Legends (Soundtrack from the Animated Series);2021-11-20;67;0Ty63ceoRnnJKVEYP0VQpk
2022-07-11;Paweł Domagała;DZIECI U DZIADKÓW;Dzieci u dziadków|2022-01-21|43|0Gk98lHv6LlqbWPwdMiga2;Dzieci u dziadków;2022-01-21;43;0Gk98lHv6LlqbWPwdMiga2
2022-07-11;Aurora;A DANGEROUS THING;The Gods We Can Touch|2022-01-21|48|1WgXqy2Dd70QQOU7Ay074N;The Gods We Can Touch;2022-01-21;48;1WgXqy2Dd70QQOU7Ay074N
2022-07-11;Anieli;JAŚNIEJĄCA;Jaśniejąca|2022-01-21|49|014XDYJJQpJHyaZyxpJrrB;Jaśniejąca;2022-01-21;49;014XDYJJQpJHyaZyxpJrrB
2022-07-11;Archive;FEAR THERE & EVERYWHERE;Call To Arms & Angels|2022-04-29|39|1Q776wzj2mrtXrNu3iH6nk;Call To Arms & Angels;2022-04-29;39;1Q776wzj2mrtXrNu3iH6nk
2022-07-11;Adele;OH MY GOD;30|2021-11-19|84|4dpARuHxo51G3z768sgnrY;30;2021-11-19;84;4dpARuHxo51G3z768sgnrY
2022-07-11;Michael Bublé;I'LL NEVER NOT LOVE YOU;|||;;;;
2022-07-11;Red Hot Chili Peppers;BLACK SUMMER;Black Summer|2022-02-04|74|0L8ExT028jH3ddEcZwqJJ5;Black Summer;2022-02-04;74;0L8ExT028jH3ddEcZwqJJ5
2022-07-11;Żurkowski;WESTERN;KURZ|2022-02-11|38|17ZrDcSLNOBMR1oz6w4DXs;KURZ;2022-02-11;38;17ZrDcSLNOBMR1oz6w4DXs
2022-07-11;Foo Fighters;LOVE DIES YOUNG;Medicine At Midnight|2021-02-05|52|7jy3rLJdDQY21OgRLCZ9sD;Medicine At Midnight;2021-02-05;52;7jy3rLJdDQY21OgRLCZ9sD
2022-07-11;Ladaco;JEZIORO ŁABĘDZIE;Jezioro łabędzie|2022-01-24|22|6smrG6QLzHOOBeIOzHx351;Jezioro łabędzie;2022-01-24;22;6smrG6QLzHOOBeIOzHx351
2022-07-11;Bokka;900;Blood Moon|2022-02-25|38|6R2e6FSXY9vhgOulV08FO3;Blood Moon;2022-02-25;38;6R2e6FSXY9vhgOulV08FO3
2022-07-11;Fisz Emade Tworzywo;SPEKTRUM BARW;Ballady I Protesty|2021-10-29|36|0YYxsW13yGiA2e80fu4VIA;Ballady I Protesty;2021-10-29;36;0YYxsW13yGiA2e80fu4VIA
2022-07-11;Scorpions;SEVENTH SUN;Rock Believer (Deluxe)|2022-02-25|45|27T030eWyCQRmDyuvr1kxY;Rock Believer (Deluxe);2022-02-25;45;27T030eWyCQRmDyuvr1kxY
2022-07-11;Czesław Mozil;Z MIŁOŚCI;#IDEOLOGIAMOZILA|2021-11-26|25|5rDWHA1JYXY31soG6Os9cY;#IDEOLOGIAMOZILA;2021-11-26;25;5rDWHA1JYXY31soG6Os9cY
2022-07-11;WaluśKraksaKryzys;TO CO MIĘDZY NAMI;ATAK|2021-04-23|45|4kOWvyAkvmkCrIHwW3bODd;ATAK;2021-04-23;45;4kOWvyAkvmkCrIHwW3bODd
2022-07-11;Röyksopp;IMPOSSIBLE;Profound Mysteries Remixes|2022-07-08|40|5nPOO9iTcrs9k6yFffPxjH;Profound Mysteries Remixes;2022-07-08;40;5nPOO9iTcrs9k6yFffPxjH
2022-07-11;Hidden By Ivy;UNDER THE WAVES;Absent|2021-11-19|16|2nfwzENcmwKAejFHkmOl0J;Absent;2021-11-19;16;2nfwzENcmwKAejFHkmOl0J
2022-07-11;Placebo;TRY BETTER NEXT TIME;Never Let Me Go|2022-03-25|35|6RZUqkomCmb8zCRqc9eznB;Never Let Me Go;2022-03-25;35;6RZUqkomCmb8zCRqc9eznB
2022-07-11;Tears For Fears;BREAK THE MAN;The Tipping Point|2022-02-25|52|4bthk9UfsYUYdcFyqxmSUU;The Tipping Point;2022-02-25;52;4bthk9UfsYUYdcFyqxmSUU
2022-07-11;Ewa Bem;WYRZEŹBIŁAM TWOJĄ TWARZ W POWIETRZU (LIVE);Live|2021-11-12|14|6E6qou5XcK7fjR7Ikvq0AP;Live;2021-11-12;14;6E6qou5XcK7fjR7Ikvq0AP
2022-07-11;Tori Amos;SPIES;Ocean to Ocean|2021-10-29|40|1KsASRNugxU85T0u6zSg32;Ocean to Ocean;2021-10-29;40;1KsASRNugxU85T0u6zSg32
2022-07-11;Kae Tempest;MORE PRESSURE;The Line Is A Curve|2022-04-08|46|1YcprGtF13BYCZQK9jYPEw;The Line Is A Curve;2022-04-08;46;1YcprGtF13BYCZQK9jYPEw
2022-07-11;Rammstein;ZEIT;Zeit|2022-04-29|74|6wWVKhxIU2cEi0K81v7HvP;Zeit;2022-04-29;74;6wWVKhxIU2cEi0K81v7HvP
2022-07-11;Florence And The Machine;KING;Dance Fever|2022-05-13|68|1moxjboGR7GNWYIMWsRjgG;Dance Fever;2022-05-13;68;1moxjboGR7GNWYIMWsRjgG
2022-07-11;Polskie Znaki;NIECH MONARCHOWIE;Niech monarchowie|2022-03-09|36|51mMxJU8FRsiFRbXnYB3or;Niech monarchowie;2022-03-09;36;51mMxJU8FRsiFRbXnYB3or
2022-07-11;Florence And The Machine;MY LOVE;My Love|2022-03-10|69|1moxjboGR7GNWYIMWsRjgG;My Love;2022-03-10;69;1moxjboGR7GNWYIMWsRjgG
2022-07-11;Karaś/Rogucki;ZAPASOWY TLEN;Zapasowy Tlen|2022-03-08|39|1ZAGaCgMaOtt2yOUm1Qq6x;Zapasowy Tlen;2022-03-08;39;1ZAGaCgMaOtt2yOUm1Qq6x
2022-07-11;Michelle Gurevich;GOODBYE MY DICTATOR;Goodbye My Dictator|2022-03-07|39|2lP3Fx1aGCbQvH1F6i5Qeg;Goodbye My Dictator;2022-03-07;39;2lP3Fx1aGCbQvH1F6i5Qeg
2022-07-11;Joanna Pocica;TRZYNASTU DZIELNYCH LUDZI;|||;;;;
2022-07-11;Eddie Vedder;INVINCIBLE;Earthling|2022-02-11|52|0mXTJETA4XUa12MmmXxZJh;Earthling;2022-02-11;52;0mXTJETA4XUa12MmmXxZJh
2022-07-11;Muse;COMPLIANCE;Compliance|2022-03-17|65|12Chz98pHFMPJEknJQMWvI;Compliance;2022-03-17;65;12Chz98pHFMPJEknJQMWvI
2022-07-11;Myslovitz;MIŁOŚĆ;Miłość w czasach popkultury|1999|33|3sntDD4Y2K97qvDq3GPqZ5;Miłość w czasach popkultury;1999;33;3sntDD4Y2K97qvDq3GPqZ5
2022-07-11;Pablopavo i Ludziki;PROWADZIMY CZYNNOŚCI;Mozaika|2022-03-30|35|5y7leUjjrhUswowWshGpCi;Mozaika;2022-03-30;35;5y7leUjjrhUswowWshGpCi
2022-07-11;Red Hot Chili Peppers;NOT THE ONE;|||;;;;
2022-07-11;Sosnowski;PYŁ;Pył|2022-04-08|38|41qXa50750tdWTyhtp1iCq;Pył;2022-04-08;38;41qXa50750tdWTyhtp1iCq
2022-07-11;Pink Floyd;HEY HEY RISE UP;Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox)|2022-04-08|57|0k17h0D3J5VfsdmQ1iZtE9;Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox);2022-04-08;57;0k17h0D3J5VfsdmQ1iZtE9
2022-07-11;Harry Styles;AS IT WAS;As It Was|2022-03-31|99|6KImCVD70vtIoJWnq6nGn3;As It Was;2022-03-31;99;6KImCVD70vtIoJWnq6nGn3
2022-07-11;Kaśka Sochacka;DLA MNIE TO JUŻ KONIEC;Ciche dni|2021-03-26|50|3ClL18AtCAPwXVT6mUkBDN;Ciche dni;2021-03-26;50;3ClL18AtCAPwXVT6mUkBDN
