date;artist;artist_id;spotify_data;artist_name;artist_genres;artist_popularity;artist_followers
2022-07-04;Red Hot Chili Peppers;0L8ExT028jH3ddEcZwqJJ5;Red Hot Chili Peppers|alternative rock,funk metal,funk rock,permanent wave|81|18297134;Red Hot Chili Peppers;alternative rock,funk metal,funk rock,permanent wave;81;18297134
2022-07-04;Żurkowski;17ZrDcSLNOBMR1oz6w4DXs;Żurkowski|polish alternative|27|916;Żurkowski;polish alternative;27;916
2022-07-04;Foo Fighters;7jy3rLJdDQY21OgRLCZ9sD;Foo Fighters|alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock|75|10022827;Foo Fighters;alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock;75;10022827
2022-07-04;Ladaco;6smrG6QLzHOOBeIOzHx351;Ladaco|polish alternative|26|499;Ladaco;polish alternative;26;499
2022-07-04;Bokka;6R2e6FSXY9vhgOulV08FO3;BOKKA|polish alternative,polish electronica,polish indie|36|41043;BOKKA;polish alternative,polish electronica,polish indie;36;41043
2022-07-04;Bryan Adams;3Z02hBLubJxuFJfhacLSDc;Bryan Adams|canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock|73|2655802;Bryan Adams;canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock;73;2655802
2022-07-04;Natalia Przybysz;03KLzHVK6la8dVop1iVI5x;Natalia Przybysz|poezja spiewana,polish alternative,polish pop|45|80480;Natalia Przybysz;poezja spiewana,polish alternative,polish pop;45;80480
2022-07-04;Paweł Domagała;0Gk98lHv6LlqbWPwdMiga2;Paweł Domagała|polish pop|42|274035;Paweł Domagała;polish pop;42;274035
2022-07-04;Grzegorz Turnau;5bQZCiENsgmW4SvUOc86qI;Grzegorz Turnau|classic polish pop,poezja spiewana,sung poetry|53|47459;Grzegorz Turnau;classic polish pop,poezja spiewana,sung poetry;53;47459
2022-07-04;ZAZ;1mbgj8ERPs8lWi7t5cYrdy;Zaz|chanson,french jazz,nouvelle chanson francaise|61|1328922;Zaz;chanson,french jazz,nouvelle chanson francaise;61;1328922
2022-07-04;Sokół;5Kuxl5ZenCl9fYzmtin6ot;Sokół|polish hip hop|56|226619;Sokół;polish hip hop;56;226619
2022-07-04;Riverside;5yjbUO1Jocui7RKE30zfLT;Riverside|neo-progressive,polish prog,prog metal,progressive metal,progressive rock,symphonic rock|43|169601;Riverside;neo-progressive,polish prog,prog metal,progressive metal,progressive rock,symphonic rock;43;169601
2022-07-04;Bovska;4E8L0A5xtDhcMaeBO7p0eg;Bovska|polish alternative,polish pop|37|65023;Bovska;polish alternative,polish pop;37;65023
2022-07-04;U2;51Blml2LZPmy7TTiAg47vQ;U2|irish rock,permanent wave,rock|76|9908306;U2;irish rock,permanent wave,rock;76;9908306
2022-07-04;Marillion;7ai5TWiOG8g9Hds5AATS28;Marillion|album rock,art rock,classic rock,neo-progressive,progressive rock,symphonic rock|56|406722;Marillion;album rock,art rock,classic rock,neo-progressive,progressive rock,symphonic rock;56;406722
2022-07-04;Ed Sheeran;6eUKZXaKkcviH0Ku9w2n3V;Ed Sheeran|pop,uk pop|90|99275933;Ed Sheeran;pop,uk pop;90;99275933
2022-07-04;Jack White;4FZ3j1oH43e7cukCALsCwf;Jack White|alternative rock,blues rock,garage rock,garage rock revival,modern blues rock,modern rock,punk blues,rock|59|1247299;Jack White;alternative rock,blues rock,garage rock,garage rock revival,modern blues rock,modern rock,punk blues,rock;59;1247299
2022-07-04;Sorry Boys;0WX7MXOUx7elCFdxdgvdBU;Sorry Boys|polish alternative,polish pop|37|29030;Sorry Boys;polish alternative,polish pop;37;29030
2022-07-04;Quebonafide;1fxbULcd6ryMNc1usHoP0R;Quebonafide|polish hip hop|64|1209484;Quebonafide;polish hip hop;64;1209484
2022-07-04;Megadeth;1Yox196W7bzVNZI7RBaPnf;Megadeth|album rock,alternative metal,hard rock,melodic thrash,metal,old school thrash,rock,speed metal,thrash metal|68|4067262;Megadeth;album rock,alternative metal,hard rock,melodic thrash,metal,old school thrash,rock,speed metal,thrash metal;68;4067262
2022-07-04;Maneskin;0lAWpj5szCSwM4rUMHYmrr;Måneskin|indie rock italiano,italian pop|78|6154272;Måneskin;indie rock italiano,italian pop;78;6154272
2022-07-11;Fisz Emade Tworzywo;0YYxsW13yGiA2e80fu4VIA;Fisz Emade Tworzywo|polish alternative|43|101566;Fisz Emade Tworzywo;polish alternative;43;101566
2022-07-11;Harry Styles;6KImCVD70vtIoJWnq6nGn3;Harry Styles|pop|93|21913643;Harry Styles;pop;93;21913643
2022-07-11;Kaśka Sochacka;3ClL18AtCAPwXVT6mUkBDN;Kaśka Sochacka|polish pop|52|57778;Kaśka Sochacka;polish pop;52;57778
2022-07-11;Rammstein;6wWVKhxIU2cEi0K81v7HvP;Rammstein|alternative metal,german metal,industrial,industrial metal,industrial rock,neue deutsche harte|79|7358325;Rammstein;alternative metal,german metal,industrial,industrial metal,industrial rock,neue deutsche harte;79;7358325
2022-07-11;Sanah;0TMvoNR0AIJV138mHY6jdE;sanah|polish pop|69|1359269;sanah;polish pop;69;1359269
2022-07-11;Mick Jagger;3d2pb1dHTm8b61zAGVUVvO;Mick Jagger|album rock,blues rock,classic rock,dance rock,mellow gold,rock,soft rock|56|460724;Mick Jagger;album rock,blues rock,classic rock,dance rock,mellow gold,rock,soft rock;56;460724
2022-07-11;Polskie Znaki;51mMxJU8FRsiFRbXnYB3or;Polskie Znaki|polish alternative|26|1413;Polskie Znaki;polish alternative;26;1413
2022-07-11;Kwiat Jabłoni;53l3yjX8ITilPIlCRsVKEB;Kwiat Jabłoni|polish alternative,polish pop|60|207824;Kwiat Jabłoni;polish alternative,polish pop;60;207824
2022-07-11;Anieli;014XDYJJQpJHyaZyxpJrrB;Anieli||33|1394;Anieli;;33;1394
2022-07-11;T.Love;2L14uYIQePr3ZEutb6feZz;T.Love|polish pop,polish reggae,polish rock|48|168964;T.Love;polish pop,polish reggae,polish rock;48;168964
2022-07-11;Igo;6I5JdHLVup9pIjn9g5K20N;Igo|polish alternative|51|12935;Igo;polish alternative;51;12935
2022-07-11;Artist For Ukraine;3BzNLpnqZ1IMvso6rdIeUh;Artists for Ukraine||7|33;Artists for Ukraine;;7;33
2022-07-11;Kirk Hammett;2ePzbA0F0TD96Na0MEB2Cf;Kirk Hammett||34|26260;Kirk Hammett;;34;26260
2022-07-11;Vito Bambino;5XGkLMcwitYFdwroktQs7o;Vito Bambino|polish alternative,polish pop|60|58865;Vito Bambino;polish alternative,polish pop;60;58865
2022-07-11;Sheryl Crow;4TKTii6gnOnUXQHyuo9JaD;Sheryl Crow|lilith,mellow gold,new wave pop,permanent wave,pop rock,rock|65|917841;Sheryl Crow;lilith,mellow gold,new wave pop,permanent wave,pop rock,rock;65;917841
2022-07-11;Röyksopp;5nPOO9iTcrs9k6yFffPxjH;Röyksopp|alternative dance,big beat,downtempo,electronica,electropop,trip hop|59|801803;Röyksopp;alternative dance,big beat,downtempo,electronica,electropop,trip hop;59;801803
2022-07-11;Architects;3ZztVuWxHzNpl0THurTFCv;Architects|mathcore,melodic metalcore,metalcore,progressive metalcore,uk metalcore|61|722487;Architects;mathcore,melodic metalcore,metalcore,progressive metalcore,uk metalcore;61;722487
2022-07-11;Pink Floyd;0k17h0D3J5VfsdmQ1iZtE9;Pink Floyd|album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock|77|17211347;Pink Floyd;album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock;77;17211347
2022-07-11;DJ BRK;2jNxbYSRQ7pkrxVuOjES7n;DJ BRK||41|2237;DJ BRK;;41;2237
2022-07-11;Sosnowski;41qXa50750tdWTyhtp1iCq;Sosnowski|polish blues|28|4054;Sosnowski;polish blues;28;4054
2022-07-11;Pablopavo i Ludziki;5y7leUjjrhUswowWshGpCi;Pablopavo i Ludziki|polish alternative,polish reggae|35|19407;Pablopavo i Ludziki;polish alternative,polish reggae;35;19407
2022-07-11;Hidden By Ivy;2nfwzENcmwKAejFHkmOl0J;Hidden By Ivy|polish post-punk|8|796;Hidden By Ivy;polish post-punk;8;796
2022-07-11;Placebo;6RZUqkomCmb8zCRqc9eznB;Placebo|alternative rock,britpop,modern rock,permanent wave,rock|66|1676081;Placebo;alternative rock,britpop,modern rock,permanent wave,rock;66;1676081
2022-07-11;Tears For Fears;4bthk9UfsYUYdcFyqxmSUU;Tears For Fears|new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop|71|2441103;Tears For Fears;new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop;71;2441103
2022-07-11;Ewa Bem;6E6qou5XcK7fjR7Ikvq0AP;Ewa Bem|classic polish pop|28|13993;Ewa Bem;classic polish pop;28;13993
2022-07-11;Tori Amos;1KsASRNugxU85T0u6zSg32;Tori Amos|dark pop,ectofolk,lilith,melancholia,new wave pop,permanent wave,piano rock,pop rock,singer-songwriter|54|650383;Tori Amos;dark pop,ectofolk,lilith,melancholia,new wave pop,permanent wave,piano rock,pop rock,singer-songwriter;54;650383
2022-07-11;Kae Tempest;1YcprGtF13BYCZQK9jYPEw;Kae Tempest|lgbtq+ hip hop,slam poetry|46|178035;Kae Tempest;lgbtq+ hip hop,slam poetry;46;178035
2022-07-11;Florence And The Machine;1moxjboGR7GNWYIMWsRjgG;Florence + The Machine|baroque pop,pop,uk alternative pop|75|5986949;Florence + The Machine;baroque pop,pop,uk alternative pop;75;5986949
2022-07-11;Karaś/Rogucki;1ZAGaCgMaOtt2yOUm1Qq6x;KARAŚ/ROGUCKI|polish alternative|41|18910;KARAŚ/ROGUCKI;polish alternative;41;18910
2022-07-11;Michelle Gurevich;2lP3Fx1aGCbQvH1F6i5Qeg;Michelle Gurevich|slowcore|45|91595;Michelle Gurevich;slowcore;45;91595
2022-07-11;Eddie Vedder;0mXTJETA4XUa12MmmXxZJh;Eddie Vedder|acoustic rock,permanent wave,rock|60|1399088;Eddie Vedder;acoustic rock,permanent wave,rock;60;1399088
2022-07-11;Muse;12Chz98pHFMPJEknJQMWvI;Muse|modern rock,permanent wave,rock|74|7068641;Muse;modern rock,permanent wave,rock;74;7068641
2022-07-11;Myslovitz;3sntDD4Y2K97qvDq3GPqZ5;Myslovitz|polish alternative,polish alternative rock,polish indie,polish indie rock,polish pop,polish rock|48|182444;Myslovitz;polish alternative,polish alternative rock,polish indie,polish indie rock,polish pop,polish rock;48;182444
2022-07-11;Archive;1Q776wzj2mrtXrNu3iH6nk;Archive|electronica,trip hop|47|236707;Archive;electronica,trip hop;47;236707
2022-07-11;Franio Mucha;2l1ha2vETw02TOEdpepvEx;Franio Mucha||14|121;Franio Mucha;;14;121
2022-07-11;Voo Voo;4vC1DrwqCb43puGttDWlwL;Voo Voo|classic polish pop,polish alternative,polish blues,polish post-punk,polish rock|34|37913;Voo Voo;classic polish pop,polish alternative,polish blues,polish post-punk,polish rock;34;37913
2022-07-11;Muchy;09Z3SI4GkhYjpCB6884vC8;Muchy|polish alternative,polish indie,polish indie rock,polish post-punk,poznan indie|36|15633;Muchy;polish alternative,polish indie,polish indie rock,polish post-punk,poznan indie;36;15633
2022-07-11;Ralph Kaminski;7l1IUcuGTEXMuD1aN3wFqw;Ralph Kaminski|polish alternative,polish pop|55|130481;Ralph Kaminski;polish alternative,polish pop;55;130481
2022-07-11;Julia Kamińska;4jFzWphpCeC923MojgEp7V;Julia Kamińska||24|298;Julia Kamińska;;24;298
2022-07-11;Kate Bush;1aSxMhuvixZ8h9dK9jIDwL;Kate Bush|art pop,art rock,baroque pop,new wave pop,permanent wave,piano rock,singer-songwriter,uk pop|82|1241561;Kate Bush;art pop,art rock,baroque pop,new wave pop,permanent wave,piano rock,singer-songwriter,uk pop;82;1241561
2022-07-11;Administratorr Electro;6FPamV3tkyoMVnCBPejBVy;Administratorr Electro|polish synthpop|21|331;Administratorr Electro;polish synthpop;21;331
2022-07-11;Editors;6e9wIFWhBPHLE9bXK8gtBI;Editors|alternative dance,indie rock,modern rock,rock|56|674986;Editors;alternative dance,indie rock,modern rock,rock;56;674986
2022-07-11;David Paich;6zgKTqBOokh6IjLXOO5zfQ;David Paich||23|1136;David Paich;;23;1136
2022-07-11;Ørganek;2cPIQ8eVSqSKGjBQXgi3WH;Organek|polish alternative,polish alternative rock,polish pop|46|205640;Organek;polish alternative,polish alternative rock,polish pop;46;205640
2022-07-11;Dawid Podsiadło;6EB8VE9f7Ut6NOgviN6gDW;Dawid Podsiadło|polish pop,talent show|66|1531405;Dawid Podsiadło;polish pop,talent show;66;1531405
2022-07-11;Michał Pepol;0gaIWmDwfXqZ3uMj72ccZ0;Michał Pepol||25|123;Michał Pepol;;25;123
2022-07-11;Gibbs;1T4HxOYolAEb5PadIVKdWZ;Gibbs|polish hip hop|64|53957;Gibbs;polish hip hop;64;53957
2022-07-11;Follow;13DQTaJffWrdyqeUe7Fzr2;The Following Sea||0|4;The Following Sea;;0;4
2022-07-11;Porcupine Tree;5NXHXK6hOCotCF8lvGM1I0;Porcupine Tree|alternative metal,art rock,progressive metal,progressive rock,symphonic rock|58|565956;Porcupine Tree;alternative metal,art rock,progressive metal,progressive rock,symphonic rock;58;565956
2022-07-11;Diana Ross;3MdG05syQeRYPPcClLaUGl;Diana Ross|adult standards,disco,motown,quiet storm,soul|66|1477158;Diana Ross;adult standards,disco,motown,quiet storm,soul;66;1477158
2022-07-11;Robert Plant;1OwarW4LEHnoep20ixRA0y;Robert Plant|album rock,art rock,blues rock,classic rock,hard rock,mellow gold,progressive rock,rock,roots rock,soft rock,symphonic rock,uk americana|58|955924;Robert Plant;album rock,art rock,blues rock,classic rock,hard rock,mellow gold,progressive rock,rock,roots rock,soft rock,symphonic rock,uk americana;58;955924
2022-07-11;Mitch;2PQkXVCcXu0Nwf226rzGXq;Mitch & Mitch|polish alternative rock|33|4823;Mitch & Mitch;polish alternative rock;33;4823
2022-07-11;Dawid Tyszkowski;2Lp4rVUJ5ZRZfT8wkWF81K;Dawid Tyszkowski||34|972;Dawid Tyszkowski;;34;972
2022-07-11;The Waterboys;5TnuP42pw475UrjjeabtwZ;The Waterboys|art rock,celtic rock,new wave pop,rock,scottish new wave,scottish rock|55|218794;The Waterboys;art rock,celtic rock,new wave pop,rock,scottish new wave,scottish rock;55;218794
2022-07-11;Kalush Orchestra;46rVVJwHWNS7C7MaWXd842;KALUSH|ukrainian hip hop,ukrainian pop,ukrainian viral pop|61|236949;KALUSH;ukrainian hip hop,ukrainian pop,ukrainian viral pop;61;236949
2022-07-11;Stanisława Celińska;0sijpMmVF9ui4micUVn9d6;Stanisława Celińska|classic polish pop|27|5098;Stanisława Celińska;classic polish pop;27;5098
2022-07-11;MARO;3NP4jJcW3R6qO6rbtnH0wn;MARO|musica portuguesa contemporanea|56|71953;MARO;musica portuguesa contemporanea;56;71953
2022-07-11;Mariusz Lubomski;05AVHcWP9DF6y6LEU845uz;Mariusz Lubomski|classic polish pop|17|2113;Mariusz Lubomski;classic polish pop;17;2113
2022-07-11;WaluśKraksaKryzys;4kOWvyAkvmkCrIHwW3bODd;WaluśKraksaKryzys|polish alternative,polish indie rock,polish post-punk|40|11903;WaluśKraksaKryzys;polish alternative,polish indie rock,polish post-punk;40;11903
2022-07-11;Classix Nouveaux;40PsC6cWe7ZQdOUTqF5JgD;Classix Nouveaux|new romantic,new wave,new wave pop,synthpop|28|22214;Classix Nouveaux;new romantic,new wave,new wave pop,synthpop;28;22214
2022-07-11;LemON;3B4XG3HanBgkVOybc89Q3T;LemON|polish pop,rusyn folk|42|40165;LemON;polish pop,rusyn folk;42;40165
2022-07-11;Blossoms;22RISwgVJyZu9lpqAcv1F5;Blossoms|modern rock,rock|58|395490;Blossoms;modern rock,rock;58;395490
2022-07-11;Jack Savoretti;7nC05zmJukRGYObQeRgg3x;Jack Savoretti|acoustic pop,neo mellow|53|267413;Jack Savoretti;acoustic pop,neo mellow;53;267413
2022-07-11;Męskie Granie Orkiestra 2022;1WbPJm4WVQvxOEQO1GEJy7;Męskie Granie Orkiestra 2022|polish pop|46|3078;Męskie Granie Orkiestra 2022;polish pop;46;3078
2022-07-11;Lady Gaga;1HY2Jd0NmPuamShAr6KMms;Lady Gaga|art pop,dance pop,pop|83|22588122;Lady Gaga;art pop,dance pop,pop;83;22588122
2022-07-11;Luxtorpeda;0D5kXlS7UOApMpTyuSrFAW;Luxtorpeda|polish punk,polish rock,poznan indie|37|45709;Luxtorpeda;polish punk,polish rock,poznan indie;37;45709
2022-07-11;Czesław Mozil;5rDWHA1JYXY31soG6Os9cY;Czesław Śpiewa|poezja spiewana,polish alternative|35|59570;Czesław Śpiewa;poezja spiewana,polish alternative;35;59570
2022-07-11;Bluszcz;4QUfzPnzzNf93Y6VKxZVlD;Bluszcz|polish alternative,polish electronica|35|8048;Bluszcz;polish alternative,polish electronica;35;8048
2022-07-11;Krzysztof Zalewski;1U1eSs7M2ENf09cDx4lavK;Krzysztof Zalewski|polish alternative rock,polish pop|54|190892;Krzysztof Zalewski;polish alternative rock,polish pop;54;190892
2022-07-11;Michael Kiwanuka;0bzfPKdbXL5ezYW2z3UGQj;Michael Kiwanuka|british soul,neo soul,psychedelic soul,soul|62|1238185;Michael Kiwanuka;british soul,neo soul,psychedelic soul,soul;62;1238185
2022-07-11;Maria Peszek;2bJ904AqmK8LRH9fGShlQM;Maria Peszek|classic polish pop,poezja spiewana,polish alternative,polish pop|39|65421;Maria Peszek;classic polish pop,poezja spiewana,polish alternative,polish pop;39;65421
2022-07-11;Blurred Pink;420ExMrSqalFaHc9dypLlN;blurred pink||17|798;blurred pink;;17;798
2022-07-11;Sting;0Ty63ceoRnnJKVEYP0VQpk;Sting|permanent wave,soft rock,sophisti-pop|69|2690592;Sting;permanent wave,soft rock,sophisti-pop;69;2690592
2022-07-11;Iron Maiden;6mdiAmATAx73kdxrNrnlao;Iron Maiden|hard rock,metal,nwobhm,rock|72|7524657;Iron Maiden;hard rock,metal,nwobhm,rock;72;7524657
2022-07-11;Skubas;5BoG8WljgEsbLOtoK5IAok;SKUBAS|polish alternative,polish indie|37|25690;SKUBAS;polish alternative,polish indie;37;25690
2022-07-11;Dave Gahan;7hKXTmrq3ZppBx881yBbOr;Dave Gahan|alternative dance,new romantic,new wave,synthpop|42|173555;Dave Gahan;alternative dance,new romantic,new wave,synthpop;42;173555
2022-07-11;The Rolling Stones;22bE4uQ6baNwSHPVcDxLCe;The Rolling Stones|album rock,british invasion,classic rock,rock|77|11890912;The Rolling Stones;album rock,british invasion,classic rock,rock;77;11890912
2022-07-11;Organek;2cPIQ8eVSqSKGjBQXgi3WH;Organek|polish alternative,polish alternative rock,polish pop|46|205640;Organek;polish alternative,polish alternative rock,polish pop;46;205640
2022-07-11;Eric Clapton;6PAt558ZEZl0DmdXlnjMgD;Eric Clapton|album rock,blues rock,classic rock,electric blues,mellow gold,rock,soft rock|70|4978443;Eric Clapton;album rock,blues rock,classic rock,electric blues,mellow gold,rock,soft rock;70;4978443
2022-07-11;Marcin Nowakowski;3enFhWFiJILf4OYGcTPdMy;Marcin Nowakowski|bajki|8|307;Marcin Nowakowski;bajki;8;307
2022-07-11;Elton John;3PhoLpVuITZKcymswpck5b;Elton John|glam rock,mellow gold,piano rock|82|9625395;Elton John;glam rock,mellow gold,piano rock;82;9625395
2022-07-11;Olivia Vedder, Eddie Vedder, Glen Hansard;1cALtYxOIn4uWAfNdwcP4E;Olivia Vedder||35|4816;Olivia Vedder;;35;4816
2022-07-11;Strachy Na Lachy;4DXXg7xzgKAEYeFhh9wAtk;Strachy Na Lachy|polish alternative rock|45|157399;Strachy Na Lachy;polish alternative rock;45;157399
2022-07-11;Scorpions;27T030eWyCQRmDyuvr1kxY;Scorpions|album rock,german hard rock,german metal,german rock,hard rock,metal,rock|71|5709825;Scorpions;album rock,german hard rock,german metal,german rock,hard rock,metal,rock;71;5709825
2022-07-11;Bitamina;2EJzUdaDAwfqcjpQcRAYdQ;Bitamina|polish alternative,polish indie,polish pop|45|126635;Bitamina;polish alternative,polish indie,polish pop;45;126635
2022-07-11;Daria Zawiałow;0tdKRrbItnLj40yUFi23jx;Daria Zawiałow|polish alternative,polish indie,polish pop|61|325507;Daria Zawiałow;polish alternative,polish indie,polish pop;61;325507
2022-07-11;Jan Borysewicz;3aOdQc0HYtG1ZJoU5eyv8P;Jan Borysewicz|polish blues|33|1333;Jan Borysewicz;polish blues;33;1333
2022-07-11;Adele;4dpARuHxo51G3z768sgnrY;Adele|british soul,pop,pop soul,uk pop|84|39971672;Adele;british soul,pop,pop soul,uk pop;84;39971672
2022-07-11;Patrick The Pan;7vYfq6OMlGDw1IpTxar2h2;Patrick the Pan|polish alternative,polish indie,polish pop|36|16686;Patrick the Pan;polish alternative,polish indie,polish pop;36;16686
2022-07-11;Artur Rojek;2wmdMX0w131ZumU30P5WZH;Artur Rojek|polish alternative,polish indie,polish pop|50|130556;Artur Rojek;polish alternative,polish indie,polish pop;50;130556
2022-07-11;Billy Idol;7lzordPuZEXxwt9aoVZYmG;Billy Idol|album rock,classic rock,dance rock,hard rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock|67|1456049;Billy Idol;album rock,classic rock,dance rock,hard rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock;67;1456049
2022-07-11;Król;0gH4VBwt5MwWomiOXloDC4;Błażej Król|polish alternative,polish indie|48|29026;Błażej Król;polish alternative,polish indie;48;29026
2022-07-11;Męskie Granie Orkiestra 2021;5xoXMR6Y8PORwObvyND9ZE;Męskie Granie Orkiestra 2021|polish alternative,polish pop|55|157429;Męskie Granie Orkiestra 2021;polish alternative,polish pop;55;157429
2022-07-11;Stromae;5j4HeCoUlzhfWtjAfM1acR;Stromae|belgian pop,g-house|72|2446682;Stromae;belgian pop,g-house;72;2446682
2022-07-11;Aurora;1WgXqy2Dd70QQOU7Ay074N;AURORA|art pop,norwegian pop|71|2332707;AURORA;art pop,norwegian pop;71;2332707
2022-07-11;Red Hot Chili Peppers;0L8ExT028jH3ddEcZwqJJ5;Red Hot Chili Peppers|alternative rock,funk metal,funk rock,permanent wave|81|18336517;Red Hot Chili Peppers;alternative rock,funk metal,funk rock,permanent wave;81;18336517
2022-07-11;Żurkowski;17ZrDcSLNOBMR1oz6w4DXs;Żurkowski|polish alternative|28|941;Żurkowski;polish alternative;28;941
2022-07-11;Foo Fighters;7jy3rLJdDQY21OgRLCZ9sD;Foo Fighters|alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock|75|10041208;Foo Fighters;alternative metal,alternative rock,modern rock,permanent wave,post-grunge,rock;75;10041208
2022-07-11;Ladaco;6smrG6QLzHOOBeIOzHx351;Ladaco|polish alternative|26|514;Ladaco;polish alternative;26;514
2022-07-11;Bokka;6R2e6FSXY9vhgOulV08FO3;BOKKA|polish alternative,polish electronica,polish indie|36|41153;BOKKA;polish alternative,polish electronica,polish indie;36;41153
2022-07-11;Bryan Adams;3Z02hBLubJxuFJfhacLSDc;Bryan Adams|canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock|73|2664649;Bryan Adams;canadian pop,canadian singer-songwriter,classic canadian rock,heartland rock,mellow gold,soft rock;73;2664649
2022-07-11;Natalia Przybysz;03KLzHVK6la8dVop1iVI5x;Natalia Przybysz|poezja spiewana,polish alternative,polish pop|44|80703;Natalia Przybysz;poezja spiewana,polish alternative,polish pop;44;80703
2022-07-11;Paweł Domagała;0Gk98lHv6LlqbWPwdMiga2;Paweł Domagała|polish pop|42|274340;Paweł Domagała;polish pop;42;274340
2022-07-11;Grzegorz Turnau;5bQZCiENsgmW4SvUOc86qI;Grzegorz Turnau|classic polish pop,poezja spiewana,sung poetry|53|47613;Grzegorz Turnau;classic polish pop,poezja spiewana,sung poetry;53;47613
2022-07-11;ZAZ;1mbgj8ERPs8lWi7t5cYrdy;Zaz|chanson,french jazz,nouvelle chanson francaise|61|1332103;Zaz;chanson,french jazz,nouvelle chanson francaise;61;1332103
2022-07-11;Sokół;5Kuxl5ZenCl9fYzmtin6ot;Sokół|polish hip hop|56|227663;Sokół;polish hip hop;56;227663
2022-07-11;Riverside;5yjbUO1Jocui7RKE30zfLT;Riverside|neo-progressive,polish prog,prog metal,progressive metal,progressive rock,symphonic rock|43|169887;Riverside;neo-progressive,polish prog,prog metal,progressive metal,progressive rock,symphonic rock;43;169887
2022-07-11;Bovska;4E8L0A5xtDhcMaeBO7p0eg;Bovska|polish alternative,polish pop|37|65149;Bovska;polish alternative,polish pop;37;65149
2022-07-11;U2;51Blml2LZPmy7TTiAg47vQ;U2|irish rock,permanent wave,rock|76|9933681;U2;irish rock,permanent wave,rock;76;9933681
2022-07-11;Marillion;7ai5TWiOG8g9Hds5AATS28;Marillion|album rock,art rock,classic rock,neo-progressive,progressive rock,symphonic rock|56|407745;Marillion;album rock,art rock,classic rock,neo-progressive,progressive rock,symphonic rock;56;407745
2022-07-11;Ed Sheeran;6eUKZXaKkcviH0Ku9w2n3V;Ed Sheeran|pop,uk pop|90|99612041;Ed Sheeran;pop,uk pop;90;99612041
2022-07-11;Jack White;4FZ3j1oH43e7cukCALsCwf;Jack White|alternative rock,blues rock,garage rock,garage rock revival,modern blues rock,modern rock,punk blues,rock|59|1249426;Jack White;alternative rock,blues rock,garage rock,garage rock revival,modern blues rock,modern rock,punk blues,rock;59;1249426
2022-07-11;Sorry Boys;0WX7MXOUx7elCFdxdgvdBU;Sorry Boys|polish alternative,polish pop|37|29087;Sorry Boys;polish alternative,polish pop;37;29087
2022-07-11;Quebonafide;1fxbULcd6ryMNc1usHoP0R;Quebonafide|polish hip hop|64|1211701;Quebonafide;polish hip hop;64;1211701
2022-07-11;Megadeth;1Yox196W7bzVNZI7RBaPnf;Megadeth|album rock,alternative metal,hard rock,melodic thrash,metal,old school thrash,rock,speed metal,thrash metal|68|4085564;Megadeth;album rock,alternative metal,hard rock,melodic thrash,metal,old school thrash,rock,speed metal,thrash metal;68;4085564
2022-07-11;Maneskin;0lAWpj5szCSwM4rUMHYmrr;Måneskin|indie rock italiano,italian pop|78|6181227;Måneskin;indie rock italiano,italian pop;78;6181227
2022-07-11;Brodka;4D22jVMhvZgzvt8Hh9AcKY;Brodka|polish alternative,polish indie,polish pop|50|196297;Brodka;polish alternative,polish indie,polish pop;50;196297
2022-07-11;Alan Parsons, David Pack, Joe Bonamassa, Mike Larson;6HpZkC8GUktP9utE6OPWZG;Alan Parsons|album rock,art rock,progressive rock,symphonic rock|40|244954;Alan Parsons;album rock,art rock,progressive rock,symphonic rock;40;244954
2022-07-11;Beth Hart;30TrHDLNCKQVTYWOn9QqOC;Beth Hart|modern blues|53|319265;Beth Hart;modern blues;53;319265
2022-07-11;Tomek Lipiński;6lvxGuiw9Hvg0jNNJBUYGs;Tomek Lipinski|polish rock|23|4179;Tomek Lipinski;polish rock;23;4179
2022-07-11;Gorillaz;3AA28KZvwAUcZuOKwyblJQ;Gorillaz|alternative hip hop|78|8945799;Gorillaz;alternative hip hop;78;8945799
